"TOA5","CR1000_Gülpe_CELL2015","CR1000","E10832","CR1000.Std.29","CPU:guelpe_juli26_upload_SDI12auf3.CR1","45240","Guelpe_SMT100"
"TIMESTAMP","RECORD","S0_Adr","S0_Roh","S0_Dielek","S0_Wasserg","S0_Temp","S0_Spg","S1_Adr","S1_Roh","S1_Dielek","S1_Wasserg","S1_Temp","S1_Spg","S2_Adr","S2_Roh","S2_Dielek","S2_Wasserg","S2_Temp","S2_Spg","S3_Adr","S3_Roh","S3_Dielek","S3_Wasserg","S3_Temp","S3_Spg","S4_Adr","S4_Roh","S4_Dielek","S4_Wasserg","S4_Temp","S4_Spg","S5_Adr","S5_Roh","S5_Dielek","S5_Wasserg","S5_Temp","S5_Spg"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-08-31 10:15:00",4499,0,15765,3.04,3.07,17.63,13.3,1,15234,3.93,5.36,17.66,13.17,2,15649,3.38,3.97,17.61,13.46,3,15499,3.2,3.5,17.34,13.38,4,15529,3.31,3.79,16.8,13.17,5,15168,3.91,5.3,15.71,13.28
"2026-08-31 10:30:00",4500,0,15766,3.04,3.07,17.71,13.28,1,15236,3.93,5.36,17.66,13.17,2,15650,3.38,3.97,17.6,13.41,3,15500,3.2,3.5,17.28,13.38,4,15529,3.31,3.79,16.81,13.15,5,15168,3.91,5.3,15.71,13.23
"2026-08-31 10:45:00",4501,0,15767,3.03,3.07,17.72,13.2,1,15237,3.93,5.35,17.62,13.12,2,15650,3.38,3.97,17.59,13.33,3,15500,3.2,3.5,17.3,13.3,4,15530,3.31,3.78,16.77,13.1,5,15169,3.91,5.3,15.73,13.2
"2026-08-31 11:00:00",4502,0,15768,3.03,3.06,17.79,13.23,1,15237,3.93,5.35,17.61,13.12,2,15651,3.38,3.96,17.65,13.33,3,15501,3.2,3.5,17.31,13.28,4,15529,3.31,3.79,16.82,13.04,5,15168,3.91,5.3,15.7,13.15
"2026-08-31 11:15:00",4503,0,15769,3.03,3.06,17.85,13.2,1,15238,3.93,5.35,17.64,13.04,2,15652,3.38,3.96,17.6,13.36,3,15501,3.2,3.5,17.27,13.28,4,15530,3.31,3.78,16.82,13.07,5,15169,3.91,5.3,15.7,13.12
"2026-08-31 11:30:00",4504,0,15770,3.03,3.06,17.94,13.12,1,15240,3.93,5.34,17.68,12.99,2,15653,3.38,3.96,17.54,13.28,3,15502,3.2,3.49,17.27,13.2,4,15530,3.31,3.78,16.79,13.02,5,15169,3.91,5.3,15.71,13.12
"2026-08-31 11:45:00",4505,0,15771,3.03,3.05,18.05,13.12,1,15241,3.92,5.34,17.6,12.99,2,15654,3.38,3.96,17.56,13.3,3,15503,3.2,3.49,17.26,13.23,4,15530,3.31,3.78,16.8,13.02,5,15169,3.91,5.3,15.66,13.1
"2026-08-31 12:00:00",4506,0,15772,3.03,3.05,18.16,13.1,1,15243,3.92,5.33,17.64,13.04,2,15655,3.38,3.95,17.56,13.3,3,15503,3.2,3.49,17.27,13.23,4,15531,3.31,3.78,16.8,13.02,5,15169,3.91,5.3,15.7,13.12
"2026-08-31 12:15:00",4507,0,15773,3.03,3.05,18.28,13.04,1,15244,3.92,5.33,17.66,13.02,2,15656,3.38,3.95,17.53,13.25,3,15504,3.2,3.49,17.26,13.17,4,15531,3.31,3.78,16.79,12.99,5,15170,3.91,5.3,15.7,13.04
"2026-08-31 12:30:00",4508,0,15773,3.03,3.05,18.38,13.02,1,15245,3.92,5.32,17.68,12.94,2,15656,3.38,3.95,17.53,13.23,3,15504,3.2,3.49,17.23,13.15,4,15531,3.31,3.78,16.8,12.89,5,15170,3.91,5.3,15.7,13.04
"2026-08-31 12:45:00",4509,0,15774,3.03,3.05,18.52,13.07,1,15245,3.92,5.32,17.7,12.99,2,15657,3.37,3.94,17.55,13.25,3,15505,3.2,3.48,17.23,13.15,4,15531,3.31,3.78,16.78,12.89,5,15170,3.91,5.3,15.67,13.02
"2026-08-31 13:00:00",4510,0,15774,3.03,3.05,18.63,13.04,1,15246,3.92,5.32,17.73,12.94,2,15658,3.37,3.94,17.52,13.2,3,15506,3.19,3.48,17.25,13.15,4,15531,3.31,3.78,16.77,12.94,5,15171,3.91,5.29,15.72,12.99
"2026-08-31 13:15:00",4511,0,15773,3.03,3.05,18.75,13.02,1,15246,3.92,5.32,17.75,12.91,2,15658,3.37,3.94,17.54,13.17,3,15506,3.19,3.48,17.21,13.07,4,15532,3.31,3.78,16.76,12.89,5,15171,3.91,5.29,15.68,12.99
"2026-08-31 13:30:00",4512,0,15773,3.03,3.05,18.92,13.02,1,15247,3.92,5.32,17.77,12.94,2,15659,3.37,3.94,17.51,13.15,3,15507,3.19,3.48,17.22,13.12,4,15534,3.31,3.77,16.79,12.91,5,15171,3.91,5.29,15.72,13.04
"2026-08-31 13:30:00",4513,0,15773,3.03,3.05,19.05,13.02,1,15248,3.91,5.31,17.84,12.91,2,15660,3.37,3.94,17.53,13.2,3,15508,3.19,3.47,17.24,13.15,4,15533,3.31,3.77,16.83,12.91,5,15171,3.91,5.29,15.77,12.97
"2026-08-31 13:45:00",4514,0,15772,3.03,3.05,19.21,13.04,1,15249,3.91,5.31,17.89,12.89,2,15660,3.37,3.94,17.53,13.2,3,15508,3.19,3.47,17.23,13.15,4,15534,3.31,3.77,16.8,12.89,5,15172,3.91,5.29,15.72,12.97
